ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
LOC100577678	GO:0003676	putative uncharacterized protein DDB_G0286901, transcript variant X1	nucleic acid binding	molecular_function	GB51888
LOC550749	GO:0005524	C-1-tetrahydrofolate synthase, cytoplasmic, transcript variant X2	ATP binding	molecular_function	GB48881
LOC550749	GO:0003824	C-1-tetrahydrofolate synthase, cytoplasmic, transcript variant X2	catalytic activity	molecular_function	GB48881
LOC550749	GO:0004488	C-1-tetrahydrofolate synthase, cytoplasmic, transcript variant X2	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular_function	GB48881
LOC550749	GO:0004329	C-1-tetrahydrofolate synthase, cytoplasmic, transcript variant X2	formate-tetrahydrofolate ligase activity	molecular_function	GB48881
LOC410195	GO:0005737	COP9 signalosome complex subunit 6, transcript variant X1	cytoplasm	cellular_component	GB51103
LOC410195	GO:0008180	COP9 signalosome complex subunit 6, transcript variant X1	COP9 signalosome	cellular_component	GB51103
LOC410195	GO:0000338	COP9 signalosome complex subunit 6, transcript variant X1	protein deneddylation	biological_process	GB51103
LOC410195	GO:0070122	COP9 signalosome complex subunit 6, transcript variant X1	isopeptidase activity	molecular_function	GB51103
LOC410195	GO:0005515	COP9 signalosome complex subunit 6, transcript variant X1	protein binding	molecular_function	GB51103
LOC410195	GO:0140492	COP9 signalosome complex subunit 6, transcript variant X1	metal-dependent deubiquitinase activity	molecular_function	GB51103
LOC551751	GO:0000387	gem-associated protein 2	spliceosomal snRNP assembly	biological_process	GB43883
LOC551751	GO:0005681	gem-associated protein 2	spliceosomal complex	cellular_component	GB43883
LOC551751	GO:0000245	gem-associated protein 2	spliceosomal complex assembly	biological_process	GB43883
LOC551072	GO:0016491	carbonyl reductase [NADPH] 1-like	oxidoreductase activity	molecular_function	GB54243
LOC551072	GO:0016616	carbonyl reductase [NADPH] 1-like	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GB54243
LOC724499	GO:0016021	mitochondrial pyruvate carrier 2-like	integral component of membrane	cellular_component	GB48332
LOC724499	GO:0005743	mitochondrial pyruvate carrier 2-like	mitochondrial inner membrane	cellular_component	GB48332
LOC724499	GO:0006850	mitochondrial pyruvate carrier 2-like	mitochondrial pyruvate transmembrane transport	biological_process	GB48332
LOC551618	GO:0003993	prostatic acid phosphatase	acid phosphatase activity	molecular_function	GB54209
LOC411677	GO:0005743	mitochondrial pyruvate carrier 1	mitochondrial inner membrane	cellular_component	GB53037
LOC411677	GO:0006850	mitochondrial pyruvate carrier 1	mitochondrial pyruvate transmembrane transport	biological_process	GB53037
LOC100576600	GO:0005634	zinc finger protein 345, transcript variant X1	nucleus	cellular_component	GB47820
LOC100576600	GO:0008270	zinc finger protein 345, transcript variant X1	zinc ion binding	molecular_function	GB47820
LOC552743	GO:0006888	trafficking protein particle complex subunit 2-like protein	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process	GB15798
LOC409718	GO:0005524	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	ATP binding	molecular_function	GB46423
LOC409718	GO:0003723	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	RNA binding	molecular_function	GB46423
LOC409718	GO:0004672	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	protein kinase activity	molecular_function	GB46423
LOC409718	GO:0006397	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	mRNA processing	biological_process	GB46423
LOC409718	GO:0000932	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	P-body	cellular_component	GB46423
LOC409718	GO:0000289	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	nuclear-transcribed mRNA poly(A) tail shortening	biological_process	GB46423
LOC409718	GO:0010606	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	positive regulation of cytoplasmic mRNA processing body assembly	biological_process	GB46423
LOC409718	GO:0031251	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	PAN complex	cellular_component	GB46423
LOC409718	GO:0006468	PAN2-PAN3 deadenylation complex subunit PAN3, transcript variant X2	protein phosphorylation	biological_process	GB46423
LOC412154	GO:0008237	probable cytosolic oligopeptidase A, transcript variant X2	metallopeptidase activity	molecular_function	GB43125
LOC412154	GO:0004222	probable cytosolic oligopeptidase A, transcript variant X2	metalloendopeptidase activity	molecular_function	GB43125
LOC412154	GO:0008233	probable cytosolic oligopeptidase A, transcript variant X2	peptidase activity	molecular_function	GB43125
LOC412154	GO:0006508	probable cytosolic oligopeptidase A, transcript variant X2	proteolysis	biological_process	GB43125
LOC412154	GO:0046872	probable cytosolic oligopeptidase A, transcript variant X2	metal ion binding	molecular_function	GB43125
LOC409628	GO:0017040	neutral ceramidase, transcript variant X2	N-acylsphingosine amidohydrolase activity	molecular_function	GB40336
LOC409628	GO:0046514	neutral ceramidase, transcript variant X2	ceramide catabolic process	biological_process	GB40336
GeneID_412285	GO:0016021	dopamine transporter	integral component of membrane	cellular_component	GB40867
GeneID_412285	GO:0015293	dopamine transporter	symporter activity	molecular_function	GB40867
GeneID_412285	GO:0016020	dopamine transporter	membrane	cellular_component	GB40867
GeneID_412285	GO:0055085	dopamine transporter	transmembrane transport	biological_process	GB40867
LOC411433	GO:0006355	ell-associated factor Eaf, transcript variant X1	regulation of transcription, DNA-templated	biological_process	GB44930
LOC411433	GO:0032783	ell-associated factor Eaf, transcript variant X1	super elongation complex	cellular_component	GB44930
LOC724473	GO:0016021	orexin receptor type 2-like, transcript variant X2	integral component of membrane	cellular_component	GB44046
LOC724473	GO:0004930	orexin receptor type 2-like, transcript variant X2	G protein-coupled receptor activity	molecular_function	GB44046
LOC724473	GO:0004983	orexin receptor type 2-like, transcript variant X2	neuropeptide Y receptor activity	molecular_function	GB44046
LOC724473	GO:0007186	orexin receptor type 2-like, transcript variant X2	G protein-coupled receptor signaling pathway	biological_process	GB44046
LOC727460	GO:0005856	FERM domain-containing protein 5, transcript variant X5	cytoskeleton	cellular_component	GB41590
LOC727460	GO:0008092	FERM domain-containing protein 5, transcript variant X5	cytoskeletal protein binding	molecular_function	GB41590
LOC408398	GO:0016021	cytochrome P450 306a1, transcript variant X3	integral component of membrane	cellular_component	GB54743
LOC408398	GO:0005506	cytochrome P450 306a1, transcript variant X3	iron ion binding	molecular_function	GB54743
LOC408398	GO:0016705	cytochrome P450 306a1, transcript variant X3	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GB54743
LOC408398	GO:0020037	cytochrome P450 306a1, transcript variant X3	heme binding	molecular_function	GB54743
LOC408398	GO:0004497	cytochrome P450 306a1, transcript variant X3	monooxygenase activity	molecular_function	GB54743
LOC552804	GO:0006457	tubulin-specific chaperone cofactor E-like protein, transcript variant X1	protein folding	biological_process	GB43143
LOC552804	GO:0043014	tubulin-specific chaperone cofactor E-like protein, transcript variant X1	alpha-tubulin binding	molecular_function	GB43143
LOC552309	GO:0016021	pecanex-like protein 1, transcript variant X2	integral component of membrane	cellular_component	GB47308
LOC413782	GO:0005509	cartilage oligomeric matrix protein, transcript variant X2	calcium ion binding	molecular_function	GB45378
LOC413782	GO:0005576	cartilage oligomeric matrix protein, transcript variant X2	extracellular region	cellular_component	GB45378
LOC413782	GO:0007155	cartilage oligomeric matrix protein, transcript variant X2	cell adhesion	biological_process	GB45378
LOC726100	GO:0001671	uncharacterized LOC726100, transcript variant X1	ATPase activator activity	molecular_function	GB49655
LOC100578709	GO:0016021	uncharacterized LOC100578709, transcript variant X7	integral component of membrane	cellular_component	GB43133
LOC726552	GO:0005515	NEDD8	protein binding	molecular_function	GB15814
LOC725361	GO:0008237	A disintegrin and metalloproteinase with thrombospondin motifs adt-1	metallopeptidase activity	molecular_function	GB46692
LOC725361	GO:0004222	A disintegrin and metalloproteinase with thrombospondin motifs adt-1	metalloendopeptidase activity	molecular_function	GB46692
LOC725361	GO:0006508	A disintegrin and metalloproteinase with thrombospondin motifs adt-1	proteolysis	biological_process	GB46692
LOC726952	GO:0005509	ER degradation-enhancing alpha-mannosidase-like protein 2	calcium ion binding	molecular_function	GB10575
LOC726952	GO:0005975	ER degradation-enhancing alpha-mannosidase-like protein 2	carbohydrate metabolic process	biological_process	GB10575
LOC726952	GO:0016020	ER degradation-enhancing alpha-mannosidase-like protein 2	membrane	cellular_component	GB10575
LOC726952	GO:0008152	ER degradation-enhancing alpha-mannosidase-like protein 2	metabolic process	biological_process	GB10575
LOC726952	GO:0004571	ER degradation-enhancing alpha-mannosidase-like protein 2	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	GB10575
LOC726952	GO:1904382	ER degradation-enhancing alpha-mannosidase-like protein 2	mannose trimming involved in glycoprotein ERAD pathway	biological_process	GB10575
LOC726952	GO:1904380	ER degradation-enhancing alpha-mannosidase-like protein 2	endoplasmic reticulum mannose trimming	biological_process	GB10575
LOC552166	GO:0005524	AFG3-like protein 2	ATP binding	molecular_function	GB46512
LOC552166	GO:0016021	AFG3-like protein 2	integral component of membrane	cellular_component	GB46512
LOC552166	GO:0008270	AFG3-like protein 2	zinc ion binding	molecular_function	GB46512
LOC552166	GO:0016887	AFG3-like protein 2	ATP hydrolysis activity	molecular_function	GB46512
LOC552166	GO:0004222	AFG3-like protein 2	metalloendopeptidase activity	molecular_function	GB46512
LOC552166	GO:0016020	AFG3-like protein 2	membrane	cellular_component	GB46512
LOC552166	GO:0004176	AFG3-like protein 2	ATP-dependent peptidase activity	molecular_function	GB46512
LOC552166	GO:0006508	AFG3-like protein 2	proteolysis	biological_process	GB46512
LOC552790	GO:0005779	peroxisomal biogenesis factor 3	integral component of peroxisomal membrane	cellular_component	GB43485
LOC552790	GO:0007031	peroxisomal biogenesis factor 3	peroxisome organization	biological_process	GB43485
LOC412859	GO:0005515	hemicentin-2, transcript variant X3	protein binding	molecular_function	GB51391
LOC409337	GO:0008270	zinc finger MIZ domain-containing protein 1, transcript variant X1	zinc ion binding	molecular_function	GB46672
LOC410958	GO:0005524	ubiquitin-like modifier-activating enzyme 1	ATP binding	molecular_function	GB55847
LOC410958	GO:0006464	ubiquitin-like modifier-activating enzyme 1	cellular protein modification process	biological_process	GB55847
LOC410958	GO:0008641	ubiquitin-like modifier-activating enzyme 1	ubiquitin-like modifier activating enzyme activity	molecular_function	GB55847
LOC726829	GO:0005515	uncharacterized LOC726829, transcript variant X1	protein binding	molecular_function	GB12897
LOC725316	GO:0016021	transmembrane protein 208	integral component of membrane	cellular_component	GB47753
LOC550884	GO:0003824	N-sulphoglucosamine sulphohydrolase	catalytic activity	molecular_function	GB45304
LOC550884	GO:0008484	N-sulphoglucosamine sulphohydrolase	sulfuric ester hydrolase activity	molecular_function	GB45304
LOC408877	GO:0045944	neurogenic protein mastermind, transcript variant X2	positive regulation of transcription by RNA polymerase II	biological_process	GB46330
LOC408877	GO:0003713	neurogenic protein mastermind, transcript variant X2	transcription coactivator activity	molecular_function	GB46330
LOC408877	GO:0007219	neurogenic protein mastermind, transcript variant X2	Notch signaling pathway	biological_process	GB46330
LOC408877	GO:0016607	neurogenic protein mastermind, transcript variant X2	nuclear speck	cellular_component	GB46330
LOC102655689	GO:0005515	uncharacterized LOC102655689	protein binding	molecular_function	
LOC100577629	GO:0005509	uncharacterized LOC100577629, transcript variant X1	calcium ion binding	molecular_function	GB54483
LOC100578715	GO:0016021	protein wntless, transcript variant X2	integral component of membrane	cellular_component	GB46580
LOC100578715	GO:0016055	protein wntless, transcript variant X2	Wnt signaling pathway	biological_process	GB46580
LOC100578715	GO:0017147	protein wntless, transcript variant X2	Wnt-protein binding	molecular_function	GB46580
LOC100578662	GO:0016021	cadherin EGF LAG seven-pass G-type receptor 1, transcript variant X1	integral component of membrane	cellular_component	
LOC100578662	GO:0004888	cadherin EGF LAG seven-pass G-type receptor 1, transcript variant X1	transmembrane signaling receptor activity	molecular_function	
LOC100578662	GO:0004930	cadherin EGF LAG seven-pass G-type receptor 1, transcript variant X1	G protein-coupled receptor activity	molecular_function	
LOC100578662	GO:0007166	cadherin EGF LAG seven-pass G-type receptor 1, transcript variant X1	cell surface receptor signaling pathway	biological_process	
LOC100578662	GO:0007186	cadherin EGF LAG seven-pass G-type receptor 1, transcript variant X1	G protein-coupled receptor signaling pathway	biological_process	
LOC725070	GO:0006915	DNA fragmentation factor subunit alpha	apoptotic process	biological_process	GB55465
